OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
AALA202210253669,10/20/2022 0:00:00,10/25/2022 9:40:31,AALA,AALA,A,SW,23,A,5340,O,,,K,,,,IN,V,924AN,BOEING,737823,29525.0,64317.0,26888.0,,,,,,,,,,,BOEING,FITTING,111A24012,,CRACKED,BS 540 LBL54,,,,,,,,,,,,,,,540,,,,,,,,,,54.60,L,,,,,,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR SHEAR FITTING LOCATED AT BS 540 AND LBL 54.60. REPLACED SHEAR FITTING PER EA 339611.
AALA202212216034,11/29/2022 0:00:00,12/21/2022 14:02:27,AALA,AALA,A,SW,23,A,5522,O,,,K,,,,IN,V,901AN,BOEING,737823,29503.0,61486.0,25226.0,,,,,,,,,,,BOEING,SKIN,,,DENTED,ZONE 300 - STABS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL STA 186,AIRCRAFT IN BASE MAINTENANCE: DENT IN RIGHT HAND ELEVATOR UPPER SKIN LOCATED AT ELEVATOR STATION 186 AND STAB RBL 160. REPAIRED SKIN PER SRM 55-20-01-2R-1 AND SRM 51-70-04-2R-14.
AALA202212144401,12/6/2022 0:00:00,12/14/2022 10:41:47,AALA,AALA,A,SW,23,A,5510,O,,,K,,,,IN,9,863NN,BOEING,737823,30903.0,35843.0,14868.0,,,,,,,,,,,BOEING,LUG,,,CORRODED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,CORROSION ON LEFT HAND HORIZONTAL STABILIZER REAR SPAR LOWER LUG AFT FACE LOCATED AT STABILIZER STA 44.38. REPAIRED LUG PER EA 340494.
AALA202210259653,10/23/2022 0:00:00,10/25/2022 14:53:24,AALA,AALA,A,SW,23,A,5210,O,,,O,,,,NR,9,885NN,BOEING,737823,31139.0,31972.0,13392.0,,,,,,,,,,,,GUST LOCK,,,BINDING,L1 DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: GUST LOCK ON DOOR 1L IS DIFFICULT TO DISENGAGE. CLEANED AND LUBRICATED GUST LOCK AT DOOR 1L.
AALA202301180952,12/4/2022 0:00:00,1/18/2023 13:13:12,AALA,AALA,A,SW,23,A,5321,O,,,K,,,,IN,V,903AN,BOEING,737823,29505.0,62159.0,25512.0,,,,,,,,,,,BOEING,FLOOR PANEL,146A5810103,,DAMAGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: MAIN CABIN, FLOOR PANEL 241VF HAS DAMAGE ON THE TOP SKIN. REMOVED AND REPLACED FLOOR PANEL."
AALA202301186439,12/16/2022 0:00:00,1/18/2023 13:13:11,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,903AN,BOEING,737823,29505.0,62159.0,25512.0,,,,,,,,,,,BOEING,PLATE,453A26112,,CORRODED,AFT CARGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: AFT CARGO FORWARD FLOOR ANCHOR PLATE CAP STRIP HAS SURFACE CORROSION. REMOVED AND REPLACED SCUFF PLATE.
AALA202301188082,12/4/2022 0:00:00,1/18/2023 13:13:13,AALA,AALA,A,SW,23,A,5321,O,,,K,,,,IN,V,903AN,BOEING,737823,29505.0,62159.0,25512.0,,,,,,,,,,,BOEING,FLOOR PANEL,146A5810102,,DAMAGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: MAIN CABIN, FLOOR PANEL 242MF HAS DAMAGE ON THE TOP SKIN. REMOVED AND REPLACED FLOOR PANEL."
AALA202301187426,11/27/2022 0:00:00,1/18/2023 13:13:13,AALA,AALA,A,SW,23,A,5321,O,,,K,,,,IN,V,903AN,BOEING,737823,29505.0,62159.0,25512.0,,,,,,,,,,,BOEING,FLOOR PANEL,FBF1212501,,DAMAGED,MAIN CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: MAIN CABIN, FLOOR PANEL 231NF HAS DAMAGE ON TOP SKIN. REMOVED AND REPLACED FLOOR PANEL."
AALA202301186667,11/27/2022 0:00:00,1/18/2023 13:14:23,AALA,AALA,A,SW,23,A,5321,O,,,K,,,,IN,V,903AN,BOEING,737823,29505.0,62159.0,25512.0,,,,,,,,,,,BOEING,FLOOR PANEL,FBF1223501,,PUNCTURED,MAIN CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: MAIN CABIN, FLOOR PANEL 231XF HAS MULTIPLE PUNCTURES IN TOP SKIN. REMOVED AND REPLACED FLOOR PANEL."
AALA202210286945,10/27/2022 0:00:00,10/28/2022 11:57:00,AALA,AALA,A,SW,23,A,3350,L,,,K,,,,IN,C,930NN,BOEING,737823,33487.0,27260.0,11502.0,,,,,,,,,,,,POWER SUPPLY,D71702001,,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: EMERGENCY LIGHTING BATTERY PACK POWER SUPPLY M1675 FAILS OPERATIONAL TEST. INOPERATIVE. REPLACED BATTERY PACK POWER SUPPLY PER AMM 33-51-06-960-806.
AALA202212192187,12/16/2022 0:00:00,12/19/2022 14:34:50,AALA,AALA,A,SW,23,A,2530,B,,,O,,,,NR,O,338ST,BOEING,737823,44484.0,5505.0,2017.0,,,,,,,,,,,,OVEN,,,SMOKE,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LEFT OVEN SMOKING AND SMELLS LIKE BURNING PLASTIC. REMOVED AND REPLACED LEFT OVEN PER AMM 25-32-03-000-801.
AALA202212205396,12/2/2022 0:00:00,12/20/2022 13:17:15,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,864NN,BOEING,737823,,35671.0,14833.0,,,,,,,,,,,BOEING,TRANSITION PANEL,BAC1496377,,CORRODED,BS 727-767,,,,,,,,,,,,,,,727,767,25,R,,,,,,,,,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT RIGHT HAND TRANSITION PANEL LOCATED FROM BS 727 TO BS 767 AT S25R. REPAIRED TRANSITION PANEL PER SRM 53-00-53-2R REPAIR 5.
AALA202212200354,12/12/2022 0:00:00,12/20/2022 14:06:53,AALA,AALA,A,SW,23,A,5511,O,,,K,,,,IN,V,864NN,BOEING,737823,31111.0,35671.0,14833.0,,,,,,,,,,,BOEING,RIB,,,CRACKED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,"AIRCRAFT IN BASE MAINTENANCE, A CRACK FOUND ON RIGHT HORIZONTAL STAB RIB, HSS 92.70, THIRD STIFFENER FROM THE FRONT SPAR. REPAIRED RIB IAW SRM 55-10-09-2R-4."
AALA202212212716,12/19/2022 0:00:00,12/21/2022 11:58:50,AALA,AALA,A,SW,23,A,2210,F,,,A,,,,NR,O,892NN,BOEING,737823,31145.0,32081.0,13462.0,,,,,,,,,,,RKWELL,CONTROL PANEL,8221567104,4C0CV3,INOPERATIVE,FLT CONTROL,707.0,1707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: WHILE EXECUTING THE ILS 17C AT DFW, VERTICAL AND LATERAL GUIDANCE WENT AWAY, AUTO PILOT DISCONNECTED AND AT STOPPED WORKING. DIVERTED TO TUL AND EVERYTHING HAPPENED AGAIN WHILE DOING THE ILS 18L. REMOVED AND REPLACED DIGITAL FLIGHT CONTROL SYSTEM MODE CONTROL PANEL PER AMM 22-11-34-400-801."
AALA202211035419,11/1/2022 0:00:00,11/3/2022 9:56:16,AALA,AALA,A,SW,23,A,5250,O,,,O,,,,NR,9,814NN,BOEING,737823,29562.0,39593.0,16155.0,,,,,,,,,,,,LATCH,,,LOOSE,AFT LAV DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: LEFT AFT LAVATORY DOOR HARD TO OPEN OR CLOSE. CHECKED LAVATORY D FOR OPEN AND CLOSED OPERATION, FOUND DOOR UPPER RELEASE LATCH LOOSE, SECURED LATCH DOOR, OPERATES NORMAL PER AMM 25-40-14"
AALA202212270733,12/21/2022 0:00:00,12/27/2022 11:16:55,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,906AN,BOEING,737823,29508.0,61823.0,25203.0,,,,,,,,,,,BOEING,CHANNEL,BAC14963777075T6,,CORRODED,BS 727I-787,,,,,,,,,,,,,,,727I,787,,,,,,,,,20,L,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT FLOOR LEFT HAND Z CHANNEL LOCATED FROM BS 727I TO BS 787 AT LBL 20. REPLACED Z CHANNEL PER SRM 51-40-02-0G.
AALA202212277338,12/25/2022 0:00:00,12/27/2022 9:22:26,AALA,AALA,A,SW,23,A,5344,O,,,O,,,,NR,9,890NN,BOEING,737823,31143.0,31438.0,13272.0,,,,,,,,,,,,HINGE,,,LACK OF LUBE,LAVATORY DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: AFT LAVATORY DOOR HARD TO OPEN AND CLOSE. CLEARED AND LUBED DOOR HINGE AS REQUIRED.
AALA202211044643,10/14/2022 0:00:00,11/4/2022 14:33:08,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,857NN,BOEING,737823,30907.0,36163.0,15023.0,,,,,,,,,,,BOEING,WEB,,,CORRODED,BS 797-837 RBL25,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: AFT CARGO WEB AT DOOR THRESHOLD HAS CORROSION LOCATED AT STA 797 TO 837 AND RIGHT BUTT LINE 25. REMOVED AND REPLACED AFT CARGO THRESHOLD WEB PER AARD 51-00-05-1.
AALA202211088481,10/27/2022 0:00:00,11/8/2022 13:19:40,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,904AN,BOEING,737823,29506.0,61892.0,25337.0,,,,,,,,,,,BOEING,BAFFLE,143A751020,,CORRODED,ZONE 100 - FUSE,,,,,,,,,,,,,,,500G,500G,25,R,,,,,,,,,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON BAFFLE ASSEMBLY LOCATED BETWEEN BS 500F AND BS 500G AT S25R. REPLACED BAFFLE PER SRM 53-30-53 2R1.
AALA202210038104,9/30/2022 0:00:00,10/3/2022 13:32:48,AALA,AALA,A,SW,23,A,2560,O,,,K,,,,NR,O,867NN,BOEING,737823,40762.0,34008.0,14086.0,,,,,,,,,,,,HOOK,,,LOOSE,R1 GIRT BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: 1R DOOR GIRT BAR CLIP IS LOOSE. TIGHTENED 1R DOOR GIRT BAR RETAINER CLIP. OK FOR SERVICE PER AMM25-66-01.
AALA2022100305484,9/30/2022 0:00:00,10/3/2022 13:32:48,AALA,AALA,A,SW,23,A,2560,O,,,K,,,,IN,V,929NN,BOEING,737823,33322.0,27674.0,11650.0,,,,,,,,,,,,GIRT BAR,,,TORN,L2 DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: L2 DOOR ESCAPE SLIDE GIRT BAR FOLD IS TORN. OPEN.
AALA202210058017,9/20/2022 0:00:00,10/5/2022 12:01:42,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,917AN,BOEING,737823,29518.0,61755.0,25279.0,,,,,,,,,,,,DOUBLER,,,CORRODED,BS 992,,,,,,,,,,,,,,,992,,,,,,,,,,30,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON RIGHT HAND PASSENGER CABIN MAIN DECK REPAIR DOUBLER LOCATED AT BS 992 AND RBL 30. REPAIRED DOUBLER PER SRM 51-40-02-0G.
AALA202210051780,10/4/2022 0:00:00,10/5/2022 14:04:40,AALA,AALA,A,SW,23,A,3020,J,,,C,,,,TO,V,937NN,BOEING,737823,31178.0,26846.0,11336.0,,,,,,,,,,,HNYWL,ANTI-ICE VALVE,32156185,,FAULTED,LT NACELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: ABORTED TAKEOFF AT APPROXIMATELY 50 KNOTS DUE TO LEFT COWL ANTI ICE MASTER CAUTION. REPLACED LEFT ENGINE COWL THERMAL ANTI ICE (TAI) VALVE PER AMM 30-21-11. ACCOMPLISHED SATISFACTORY OPERATIONAL AND LEAK CHECKS.
AALA202301115471,12/28/2022 0:00:00,1/11/2023 9:21:11,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,908AN,BOEING,737823,29510.0,60536.0,24935.0,,,,,,,,,,,BOEING,INTERCOSTAL,141A5750U4,,CORRODED,ZONE 200 - FUSE,,,,,,,,,,,,,,,271.5,,,,,,,,,,43,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT GALLEY RIGHT HAND MOUNT FLOOR SUPPORT INTERCOSTAL LOCATED AT BS 271.5 AND RBL 43. REPLACED INTERCOSTAL PER SRM 53-10-51-1A.
AALA202211115236,11/10/2022 0:00:00,11/11/2022 12:55:15,AALA,AALA,A,SW,23,A,5250,O,,,K,,,,NR,V,336RU,BOEING,737823,44460.0,6222.0,2319.0,,,,,,,,,,,,DOOR LATCH,,,STICKING,COCKPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: COCKPIT DOOR MUST BE CLOSED VERY FIRMLY TO LOCK SECURELY. LUBRICATED COCKPIT DOOR LATCH PER AMM 52-51-00.
AALA202211159299,11/1/2022 0:00:00,11/15/2022 6:51:07,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,902AN,BOEING,737823,29504.0,62138.0,25629.0,,,,,,,,,,,BOEING,DOOR SILL,654A004106,,CORRODED,BS 298-328 LBL 6,,,,,,,,,,,,,,,298,328,,,,,,,,,60,L,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON R1 DOOR LOWER SILL INBOARD FLOOR SUPPORT CHORD LOCATED FROM BS 298 TO BS 328 AT LBL 6. REPLACED CHORD PER SRM 53-10-15-1A.
AALA202211153052,11/8/2022 0:00:00,11/15/2022 8:40:36,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,904AN,BOEING,737823,29506.0,61892.0,25337.0,,,,,,,,,,,BOEING,SUPPORT,144A591011,,CRACKED,BS 639 LBL64,,,,,,,,,,,,,,,639,,,,,,,,,,64,L,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND SIDE CUSP WEB INNER CHORD LOCATED AT BS 639 AND LBL 64. REPLACED CUSP WEB INNER CHORD PER SRM 51-40-02.
AALA202301107537,12/5/2022 0:00:00,1/10/2023 14:46:07,AALA,AALA,A,SW,23,A,2565,O,,,K,,,,IN,O,308RD,BOEING,737823,44446.0,9318.0,3553.0,,,,,,,,,,,BFGOODRICH,SLIDE,5A33077,BNG21228,FAILED,R2 DOOR,19810.0,7568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: SLIDE AT DOOR R2 STARTED TO INFLATE NORMALLY UNTIL PROTECTIVE TARP WAS SUCKED INTO ASPIRATOR, INFLATION STOPPED AT THIS POINT. REMOVED AND REPLACED SLIDE AT R2 DOOR."
AALA202211160573,10/31/2022 0:00:00,11/16/2022 14:46:06,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,858NN,BOEING,737823,30904.0,35858.0,14865.0,,,,,,,,,,,BOEING,BAFFLE,143A751021,,DAMAGED,ZONE 100,,,,,,,,,,,,,,,500D,500E,,,,,,,,,24,L,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: LEFT BAFFLE HAS OVERSIZED FASTENER HOLES LOCATED BETWEEN STA 500D AND 500E AND LEFT BUTT LINE 24. INSTALLED NEW BAFFLE PER AARD 53-00-01-6.
AALA202211183752,10/24/2022 0:00:00,11/18/2022 14:22:46,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,859NN,BOEING,737823,29555.0,35981.0,14982.0,,,,,,,,,,,BOEING,TRANSITION PANEL,,,CORRODED,BS 500F-500I,,,,,,,,,,,,,,,500F,500I,,,,,,,,,22,R,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: CORRODED TRANSITION PANEL LOCATED BETWEEN STA 500F AND 500I AND RIGHT BUTT LINE 22. REMOVED AND REPLACED TRANSITION PANEL PER AARD 51-00-05-1-R1.
AALA202211186951,11/16/2022 0:00:00,11/18/2022 14:22:49,AALA,AALA,A,SW,23,A,3240,J,,,A,,,,CR,O,948NN,BOEING,737823,31189.0,25638.0,10173.0,,,,,,,,,,,,SHUTOFF VALVE,EM91795,9070276,INOPERATIVE,PARKING BRAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: AIRCRAFT DIVERTED TO AUS ON ACCOUNT OF WIND DIRECTION AT DFW AND MEL ON ANTI SKID BRAKES. EMERGENCY WAS NOT DECLARED AND AIRCRAFT WAS NOT OVERWEIGHT FOR LANDING. REMOVED AND REPLACED PARKING BRAKE SHUT OFF VALVE PER AMM 32-44-21.
AALA202211213349,11/20/2022 0:00:00,11/21/2022 12:20:01,AALA,AALA,A,SW,23,A,5250,O,,,O,,,,NR,9,879NN,BOEING,737823,31133.0,32718.0,13764.0,,,,,,,,,,,,DOOR LATCH,,,OUT OF ADJUST,COCKPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: FLIGHT DECK DOOR IS DIFFICULT TO LATCH CLOSED. ADJUSTED DOOR LATCH MECHANISM PER AMM 52-51-02. OPERATIONAL CHECK GOOD.
AALA202211233413,11/16/2022 0:00:00,11/23/2022 13:39:34,AALA,AALA,A,SW,23,A,5315,O,,,K,,,,IN,V,863NN,BOEING,737823,30903.0,35843.0,14868.0,,,,,,,,,,,BOEING,FLOORBEAM,,,CORRODED,BS 987,,,,,,,,,,,,,,,987,,,,,,,,,,43,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER COMPARTMENT FLOOR BEAM AT FASTENER HOLE LOCATED AT BS 987 AND RBL 43. REPAIRED FLOOR BEAM PER SRM 53-70-51-2R-6.
AALA202211231453,11/19/2022 0:00:00,11/23/2022 14:50:44,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,862NN,BOEING,737823,30905.0,36273.0,15108.0,,,,,,,,,,,BOEING,TRANSITION PANEL,146A750234,,CORRODED,BS 727B-767,,,,,,,,,,,,,,,727B,767,,,,,,,,,22,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT RIGHT HAND TRANSITION PANEL LOCATED FROM BS 727B TO BS 767 AT RBL 22. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.
AALA202211256588,11/2/2022 0:00:00,11/25/2022 14:56:22,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,860NN,BOEING,737823,40583.0,35817.0,14993.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CORRODED,BS 954-964,,,,,,,,,,,,,,,954,964,,,,,,,,,46,R,,,208.0,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION FOUND ON INTERCOSTAL LOCATED AT STA 954 AND 964, WATER LINE 208 AND RIGHT BUTT LINE 46. REMOVED AND REPLACED INTERCOSTAL PER SRM 51-40-01."
AALA202211252313,11/23/2022 0:00:00,11/25/2022 14:56:23,AALA,AALA,A,SW,23,A,2751,O,,,K,,,,IN,V,323SG,BOEING,737823,44474.0,5571.0,2117.0,,,,,,,,,,,HNYWL,SENSOR,,,INOPERATIVE,TE FLAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: FLAPS DID NOT GO TO COMMAND POSITION FOR LANDING. AIRCRAFT DECLARED AN EMERGENCY INTO JFK. LANDED FLAPS LESS THAN 1. LEADING EDGE EXTENDED. TOUCHDOWN SPEED APPROXIMATELY 172 KNOTS DECLARED EMERGENCY. LANDING UNEVENTFUL. EMERGENCY EQUIPMENT GAVE OK TO GO TO GATE. USED MAX AUTO BRAKE. FOUND MAINTENANCE MESSAGE 27-53251. REPLACED TRAILING EDGE FLAP SKEW SENSOR NUMBER 2 PER AMM 27-59-01. LEADING EDGE AND TRAILING EDGE FLAPS OPERATIONS CHECK NORMAL.
AALA202211295670,11/19/2022 0:00:00,11/29/2022 10:38:16,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,902AN,BOEING,737823,29504.0,62138.0,25629.0,,,,,,,,,,,BOEING,TEE FITTING,,,CORRODED,BS 967-986,,,,,,,,,,,,,,,967,896.5,,,,,,,,,16,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: LEFT AND RIGHT UPPER T CHORD ON FLOOR SUPPORT HAS CORROSION. LOCATED BETWEEN STA 967 TO 986.5 AND RIGHT BUTT LINE 16. REMOVED AND FABRICATED COMPLETE T CHORD INCLUDING SPLICE AND INSTALLED PER SRM 53-70-51-2R-4.
AALA202211302167,11/4/2022 0:00:00,11/30/2022 12:34:17,AALA,AALA,A,SW,23,A,2210,J,,,O,,,,CR,O,980AN,BOEING,737823,33203.0,39849.0,16574.0,,,,,,,,,,,PARKERHANFIN,SOLENOID,8816001001,,INOPERATIVE,AUTOPILOT SYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: WITH PLANE IN TRIM SELECTED AUTO PILOT A ABRUPT / VIOLENT HARD ROLL TO THE RIGHT 30 DEGREES AUTOPILOT DISCONNECTED. HAND FLOWN FOR 5 MIN, RETRIMMED, SELECTED A AGAIN ANOTHER ABRUPT HARD ROLL TO RIGHT AUTOPILOT DISCONNECT. AIRCRAFT AIR INTERRUPTED BACK TO PHX. EMERGENCY WAS NOT REQUIRED. REMOVED AND REPLACED AILERON AUTO PILOT ACTUATOR-A DETENT SOLENOID PER AMM 22-17-12."
AALA202212093392,12/4/2022 0:00:00,12/9/2022 13:26:44,AALA,AALA,A,SW,23,A,5312,O,,,K,,,,IN,V,904AN,BOEING,737823,29506.0,61891.0,25337.0,,,,,,,,,,,BOEING,VAPOR BARRIER,,,CRACKED,BS 663,,,,,,,,,,,,,,,,,,,,,,,,,50,R,,,160.0,,,,,,"AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND MAIN LANDING GEAR WHEEL WELL, WING CENTEER BOX VAPOR BARRIER CRACKED AT RBL 50 AND WL 160. MAINTENANCE REPAIRED VAPOR BARRIER PER SRM 57-10-10-2R-2."
AALA202212129819,12/9/2022 0:00:00,12/12/2022 10:10:51,AALA,AALA,A,SW,23,A,2530,B,,,O,,,,UK,O,860NN,BOEING,737823,40583.0,35844.0,15007.0,,,,,,,,,,,,OVEN,,,SMOKE,ZONE 900 - LAV/G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: RIGHT FORWARD GALLEY OVEN ARCING AND SMOKING. OVEN TURNED OFF, SMOKING STOPPED. REPLACED OVEN PER AMM 25-32-03."
AALA202212064814,11/18/2022 0:00:00,12/6/2022 8:48:03,AALA,AALA,A,SW,23,A,5315,O,,,K,,,,IN,V,862NN,BOEING,737823,30905.0,36273.0,15108.0,,,,,,,,,,,BOEING,FLOORBEAM,143A524035,,CRACKED,BS 540 LBL 4,,,,,,,,,,,,,,,540,,,,,,,,,,4,L,,,,,,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOORBOARD SUPPORT BREAK PANEL LOCATED AT BS 540 AND LBL 4. REPLACED BREAK PANEL PER AARD 51-00-05-1.
AALA202212213795,12/19/2022 0:00:00,12/21/2022 10:16:00,AALA,AALA,A,SW,23,A,5512,O,,,K,,,,IN,V,864NN,BOEING,7378,31111.0,35671.0,14833.0,,,,,,,,,,,BOEING,SKIN,,,CRACKED,ZONE 300 - STABS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,STAB STA 138.70,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 138.70, 8 INCHES FROM AFT SPAR. REPAIRED SKIN PER SRM 55-10-01-2R-11."
AALA202212065225,11/13/2022 0:00:00,12/6/2022 12:44:55,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,861NN,BOEING,737823,31109.0,35345.0,14750.0,,,,,,,,,,,BOEING,TRANSITION PANEL,DBF21371,,CORRODED,BS 500B-500D,,,,,,,,,,,,,,,500D,500B,,,,,,,,,,,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT LEFT HAND TRANSITION PANEL LOCATED FROM BS 500D TO BS 500B. REPLACED TRANSITION PANEL PER SRM 53-00-53-R2.
AALA202212140848,12/2/2022 0:00:00,12/14/2022 6:54:08,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,906AN,BOEING,737823,29508.0,61823.0,25203.0,,,,,,,,,,,BOEING,INTERCOSTAL,141A52136,,CORRODED,ZONE 200 - FUSE,,,,,,,,,,,,,,,270,,,,,,,,,,10,L,10.0,R,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD PASSENGER CABIN FLOOR SUPPORT INTERCOSTAL LOCATED AT BS 270 AND FROM LBL 10 TO RBL 10. REPAIRED INTERCOSTAL PER EA 340149.
