"id","operator_control_number","difficulty_date","submission_date","operator_designator_id","submitter_designator_id","submitter_type_code","receiving_region_code","receiving_district_office","sdr_type","nature_condition_a","nature_condition_b","nature_condition_c","precautionary_proc_a","precautionary_proc_b","precautionary_proc_c","precautionary_proc_d","stage_of_operation","how_discovered","discrepancy","aircraft_id","operator_id","jasc_code","engine_make","engine_model","engine_serial_number","engine_total_time","engine_total_cycles","propeller_make","propeller_model","propeller_serial_number","propeller_total_time","propeller_total_cycles","part_make","part_name","part_number","part_serial_number","part_condition","part_location","part_total_time","part_total_cycles","part_time_since","part_since_code","component_make","component_model","component_name","component_part_number","component_serial_number","component_location","component_total_time","component_total_cycles","component_time_since","component_since_code","fuselage_station_from","fuselage_station_to","stringer_from","stringer_from_side","stringer_to","stringer_to_side","wing_station_from","wing_station_from_side","wing_station_to","wing_station_to_side","butt_line_from","butt_line_from_side","butt_line_to","butt_line_to_side","water_line_from","water_line_to","crack_length","number_of_cracks","corrosion_level","structural_other","aog_flag","severity","emer_flag","divert_flag","fail_flag","fault_flag","inter_flag","fire_flag","leak_flag","press_flag","elec_flag","fuel_flag","hyd_flag","flightctrl_flag","struct_flag","mel_flag","failed_part","jasc_code_description","ata_chapter","ata_chapter_description"
47551,"AALA202308030834","2023-07-30","2023-08-03",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANT REPORTS AFT LEFT LAVATORY DOOR HARD TO OPERATE. ADJUSTED AFT LEFT LAVATORY DOOR PER AMM 52-50-00.",985,7,"5250","","","","","","","","","","","","DOOR","UNKNOWN","","OUT OF ADJUST","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
638,"AALA202402072409","2024-02-06","2024-02-07",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: L1 DOOR SLIDE NOT SEATED. RE-SEATED L1 DOOR SLIDE. PER AMM 25-66-01.",334,7,"2565","","","","","","","","","","","","SLIDE","UNKNOWN","","NOT SEATED","L1 DOOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","ESCAPE SLIDE",25,"Equipment / Furnishings"
28175,"AALA202301231422","2023-01-22","2023-01-23",7,7,"A","SW","23","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR IS DIFFICULT TO OPEN. ADJUSTED DOOR LATCH. ACCOMPLISHED SATISFACTORY OPERATIONAL CHECK.",1382,7,"5250","","","","","","","","","","","","DOOR LATCH","","","OUT OF ADJUST","FWD LAVATORY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","latch","FIXED INNER DOORS",52,"Doors"
28220,"AALA202302105091","2023-02-08","2023-02-10",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: PATHWAY LIGHT AT SEAT 15C IS BROKEN. REMOVED AND REPLACED EMERGENCY LIGHT.",312,7,"3350","","","","","","","","","","","","LIGHT","","","BROKEN","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
8193,"AALA202504229926","2025-04-21","2025-04-22",7,7,"A","SW","21","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR IS DIFFICULT TO OPEN AND CLOSE. ADJUSTED LAVATORY-D DOOR. OPERTIONAL CHECK GOOD.",192,7,"5250","","","","","","","","","","","","DOOR","","","OUT OF ADJUST","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
8263,"AALA202504215525","2025-04-17","2025-04-21",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: LAVATOR-D DOOR AND LOCK STICKING. REMOVED AND REPLACED LAVATORY DOOR. PER AIPC 25-40-00.",469,7,"5250","","","","","","","","","","","","DOOR","","","STICKING","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
28244,"AALA202301114678","2023-01-05","2023-01-11",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN FLOOR SUPPORT BREAK ASSEMBLY LOCATED AT BS 540 AT RBL 1. REPLACED BREAK ASSEMBLY PER AARD 51-00-05-1.",16,7,"5320","","","","","","","","","","","","FLOOR SUPPORT","","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","1","R","","","","","","","","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
28381,"AALA202301316462","2023-01-30","2023-01-31",7,7,"A","SW","23","A","O","","","O","","","","NR","V","AIRCRAFT WAS NOT GROUND: L1 DOOR GIRT BAR LOOSE AND HANGING. SECURED L1 GIRT BAR PER AMM 25-66-01.",1127,7,"2560","","","","","","","","","","","","GIRT BAR","","","LOOSE","L1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
28382,"AALA202303157047","2023-03-14","2023-03-15",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FORWARD ENTRY CLOSET DOOR LOCKING MECHANISM PIN DOES NOT ENGAGE TO KEEP DOOR LOCKED. RESECURED LATCH.",1223,7,"5210","","","","","","","","","","","","LATCH","","","INOPERATIVE","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","latch","PASSENGER/CREW DOORS",52,"Doors"
13065,"AALA202407307521","2024-07-26","2024-07-30",7,7,"A","SW","21","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT LIGHT IN ROW 16DEF IS FLASHING. (OPEN).",400,7,"3350","","","","","","","","","","","","LIGHT","","","MALFUNCTIONED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","CND","EMERGENCY LIGHTING",33,"Lights"
28423,"AALA202301095581","2023-01-08","2023-01-09",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: L2 ENTRY DOOR SLIDE PACK GIRT ASSEMBLY WORN. REPLACED SLIDE PER JOB CARD 08L22125001.",534,7,"2560","","","","","","","","","","","BOEING","GIRT BAR","","","WORN","L2 DOOR SLIDE",14522,35541,4210,"O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","",1,"","","","","","","pack","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
28528,"AALA202303237301","2023-03-22","2023-03-23",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: 1L DOOR GIRT BAR TOO LOOSE. PROPERLY INSTALLED 1L GIRT BAR. CHECKS GOOD. FITS TIGHT ON CLIPS PER AMM 25-66-01.",1369,7,"2560","","","","","","","","","","","","GIRT BAR","","","LOOSE","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
28790,"AALA202303082821","2023-03-01","2023-03-08",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN BREAK ASSEMBLY LOCATED AT BS 540 AND LBL 3. REPLACED BREAK ASSEMBLY PER AARD 51-00-05-1.",847,7,"5320","","","","","","","","","","","BOEING","NONE","146A524035","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","3","L","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
28791,"AALA202301257768","2023-01-22","2023-01-25",7,7,"A","SW","23","A","O","","","O","","","","NR","9","AIRCRAFT WAS GROUNDED: APPROXIMATE 5 INCH SCRATCH ON INNER PANE L1 WINDSHIELD. REMOVED AND REPLACED NUMBER 1 WINDSHIELD.",401,7,"5610","","","","","","","","","","","","WINDSHIELD","141A48001","22291H7302","SCRATCHED","COCKPIT L1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","","","","","","","","","","","window","FLIGHT COMPARTMENT WINDOWS",56,"Windows"
28927,"AALA202303067521","2023-03-05","2023-03-06",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAV DOOR EXTREMELY DIFFICULT TO OPEN AND CLOSE. ADJUSTED AFT LEFT LAVATORY DOOR TRIM PER AMM 25-40-00.",1222,7,"5250","","","","","","","","","","","","DOOR","","","STICKING","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","",1,"door","FIXED INNER DOORS",52,"Doors"
5919,"AALA202401165407","2024-01-12","2024-01-16",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: AFT LAVATORY D DOOR IS HARD TO LOCK AND UNLOCK. READJUSTED LAVATORY DOOR D",982,7,"5250","","","","","","","","","","","","DOOR","UNKNOWN","","OUT OF ADJUST","ZONE 900 - LAV/G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
16103,"AALA202412205196","2024-12-19","2024-12-20",7,7,"A","SW","21","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: LEFT AFTER LAVATORY ENTRY DOOR WILL NOT OPEN. **SUPPLEMENTAL REPORT WILL BE SUBMITTED**(OPEN).",1002,7,"5250","","","","","","","","","","","","DOOR","","","STUCK","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","CND","FIXED INNER DOORS",52,"Doors"
28948,"AALA202303217793","2023-03-15","2023-03-21",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: 1 INCH CRACK ON ANGLE LOCATED AT STA 663.5 AND LEFT BUTT LINE 10. INSTALLED ANGLE AND ANGLE SPLICE PER SRM.",573,7,"5320","","","","","","","","","","","","ANGLE","","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","663.5","","","","","","","","","","10","L","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
28970,"AALA202304043202","2023-03-28","2023-04-04",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACKED FASTENER HOLE IN FRAME LOCATED AT BS 500I AND S26R. ACCOMPLISHED SPLICE REPAIR OF FRAME PER SRM 53-30-07-2R.",877,7,"5311","","","","","","","","","","","BOEING","FRAME","","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500I","","26","R","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, FRAME",53,"Fuselage"
35536,"AALA202212212120","2022-12-18","2022-12-21",7,7,"A","SW","23","A","L","","","K","","","","IN","C","AIRCRAFT IN BASE MAINTENANCE: EMERGENCY LIGHTING BATTERY PACK POWER SUPPLY M1674 FAILS OPERATIONAL TEST. REPLACED POWER SUPPLY.",192,7,"3350","","","","","","","","","","","","BATTERY PACK","D71702001","","INOPERATIVE","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","",1,"","","","","","","pack","EMERGENCY LIGHTING",33,"Lights"
35751,"AALA202211115236","2022-11-10","2022-11-11",7,7,"A","SW","23","A","O","","","K","","","","NR","V","AIRCRAFT WAS NOT GROUNDED: COCKPIT DOOR MUST BE CLOSED VERY FIRMLY TO LOCK SECURELY. LUBRICATED COCKPIT DOOR LATCH PER AMM 52-51-00.",1091,7,"5250","","","","","","","","","","","","DOOR LATCH","","","STICKING","COCKPIT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","latch","FIXED INNER DOORS",52,"Doors"
35859,"AALA202301181426","2022-12-04","2023-01-18",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: MAIN CABIN, FLOOR PANEL 232SF HAS DAMAGE ON TOP SKIN. REMOVED AND REPLACED FLOOR PANEL.",65,7,"5321","","","","","","","","","","","BOEING","FLOOR PANEL","","","DAMAGED","CABIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE FLOOR PANEL",53,"Fuselage"
35904,"AALA202211032282","2022-11-02","2022-11-03",7,7,"A","SW","23","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: LAVATORY DOOR DIFFICULT TO OPEN OR CLOSE. CLEANED AND LUBRICATED DOOR LAVATORY D SLIDING MECHANISM AS PER CMM 25-40-64.",679,7,"5250","","","","","","","","","","","","MECHANISM","","","LACK OF LUBE","LAVATORY DOOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
18756,"AALA202511282020","2025-11-26","2025-11-29",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: EXIT ROW SEAT TRIM LOOSE 16C. (OPEN).",903,7,"3350","","","","","","","","","","","","TRIM PANEL","","","LOOSE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","CND","EMERGENCY LIGHTING",33,"Lights"
36054,"AALA202211105330","2022-11-09","2022-11-10",7,7,"A","SW","23","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: LAVATORY D DOOR DIFFICULT TO OPEN OR CLOSE. ADJUSTED LAVATORY DOOR. OPERATIONAL CHECK NORMAL.",1102,7,"5250","","","","","","","","","","","","DOOR","","","OUT OF ADJUST","LAVATORY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
20654,"AALA202503172883","2025-03-13","2025-03-17",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS GROUNDED: FOUND L2 DOOR SLIDE DISLODGED. REMOVED FROM DOOR, PINNED FOR SAFETY AND STORED IN AFT GALLEY. (OPEN).",853,7,"2565","","","","","","","","","","","","SLIDE","","","DISLODGED","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","CND","ESCAPE SLIDE",25,"Equipment / Furnishings"
36269,"AALA202212289827","2022-12-12","2022-12-28",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE. RIGHT TRANSITION ANGLE HAD CORROSION, BS 500A-500G+9, RBL 24. INSTALLED A NEW ANGLE.",180,7,"5320","","","","","","","","","","","BOEING","ANGLE","DBF21371","","CORRODED","BS 500A-500G","","","","","","","","","","","","","","","500A","500G","","","","","","","","","24","R","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
36313,"AALA202212166586","2022-12-15","2022-12-16",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FOUND RIGHT AFT GROUND LEVEL EMERGENCY LIGHT INOPERATIVE. REMOVED AND REPLACED RIGHT AFT GROUND LEVEL EMERGENCY LIGHT PER AMM 33-51-04.",530,7,"3350","","","","","","","","","","","","LIGHT","","","INOPERATIVE","CABIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
36402,"AALA202212143146","2022-12-06","2022-12-14",7,7,"A","SW","23","A","O","","","K","","","","IN","V","CRACKED PORTABLE WATER SERVICE PANEL, INTERNAL PAN, BS 924, S26R. REPLACED THE PAN IAW DWG 147A7221 AND AARD 51-00-05-1.",931,7,"5320","","","","","","","","","","","BOEING","PAN","","","CRACKED","BS 924 S26R","","","","","","","","","","","","","","","924","","26","R","","","","","","","","","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
21697,"AALA202501227501","2025-01-18","2025-01-22",7,7,"A","SW","21","A","O","","","K","","","","IN","O","AIRCRAFT WAS NOT GROUNDED: LEFT AFT LAV DOOR IS JAMMED CLOSED. SECURED DOOR SEAL COSMETIC.",555,7,"5250","","","","","","","","","","","","SEAL","","","UNSECURE","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
23906,"AALA202505300558","2025-05-29","2025-05-31",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY DOOR IS HARD TO OPEN. (OPEN).",861,7,"5250","","","","","","","","","","","","DOOR","","","BINDING","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","CND","FIXED INNER DOORS",52,"Doors"
24086,"AALA202505149407","2025-05-13","2025-05-14",7,7,"A","SW","21","A","N","","","O","","","","CL","O","AIRCRAFT WAS GROUNDED: AT 10.000FT RED LANDING GEAR WARNING LIGHTS AND HORN CAME UP. (OPEN).",223,7,"3240","","","","","","","","","","","","WARNING HORN","","","FALSE ACTIVATION","ZONE 700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","","","","","","","","","","","CND","LANDING GEAR BRAKE SYSTEM",32,"Landing Gear"
28215,"AALA202301039115","2023-01-01","2023-01-03",7,7,"A","SW","23","A","N","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY SMOKE DETECTOR AURAL AND VISUAL ALERT WITH LAVATORY UNOCCUPIED AND NO SMOKE PRESENT. (OPEN)",1002,7,"2611","","","","","","","","","","","","SMOKE DETECTOR","","","FALSE ACTIVATION","LAVATORY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,"","","","","",1,"","","","","","","","","CND","SMOKE DETECTION",26,"Fire Protection"
28233,"AALA202303067338","2023-03-03","2023-03-06",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: R4 DOOR LOCK DIFFICULT TO MOVE. TIGHTENED HANDLE ON R4.",217,7,"5210","","","","","","","","","","","","HANDLE","","","STICKING","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
28925,"AALA202301185639","2023-01-09","2023-01-18",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON MAIN CABIN R2 DOOR LOWER THRESHOLD SILL INNER CHORD LOCATED FROM BS 967 TO BS 992.8 AT RBL 65. REPLACED INNER CHORD PER DWG 197A8501.",65,7,"5320","","","","","","","","","","","BOEING","STRUCTURE","147A85408","","CORRODED","BS 967-992 RBL65","","","","","","","","","","","","","","","967","992.8","","","","","","","","","65","R","","","","","","","2.0","","",0,"","","",1,"","","","","","","","",1,"","door","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
28951,"AALA202303226174","2023-03-21","2023-03-22",7,7,"A","SW","23","A","O","","","K","","","","UK","O","AIRCRAFT WAS NOT GROUNDED: GIRT BAR HOLDER ON R1 DOOR LOOSE. CLEANED AND ADJUSTED GIRT BAR RETAINING CLIPS PER AMM 25-66-01.",1310,7,"2560","","","","","","","","","","","","UNKNOWN","","","OUT OF ADJUST","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
35429,"AALA202211159435","2022-11-07","2022-11-15",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON MAIN CABIN FLOOR WEB LOCATED AT BS 1016 AND LBL 30. REPLACED WEB PER SRM 51-40-02-0G.",10,7,"5320","","","","","","","","","","","BOEING","WEB","","","CORRODED","BS 1016 LBL 30","","","","","","","","","","","","","","","1016","","","","","","","","","","30","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
35508,"AALA202212270173","2022-12-21","2022-12-27",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT AFT BULKHEAD SUPPORT RAIL LOCATED AT BS 500I AND LBL 20. REPLACED SUPPORT RAIL PER SRM 51-40-02-0G.",607,7,"5347","","","","","","","","","","","BOEING","CARGO TRACK","143A9485Y23","","CORRODED","BS 500I","","","","","","","","","","","","","","","500I","","","","","","","","","","20","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","SEAT/CARGO ATTACH FITTINGS",53,"Fuselage"
47795,"AALA202306059468","2023-06-04","2023-06-05",7,7,"A","SW","23","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: LAVATORY D DOOR HARD TO OPEN OR CLOSE. **SUPPLEMENTAL REPORT WILL BE SUBMITTED** (OPEN)",866,7,"5250","","","","","","","","","","","","UNKNOWN","UNKNOWN","","UNKNOWN","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","CND","FIXED INNER DOORS",52,"Doors"
35529,"AALA202211289589","2022-11-27","2022-11-28",7,7,"A","SW","23","A","O","","","A","","","","CR","O","AIRCRAFT WAS GROUNDED: AFTER TAKEOFF COULD NOT MAINTAIN FLIGHT DECK TEMPERATURE. DUCT TEMP RANGED ABOVE 160 DEGREES BELOW 70 DEGREES. RETURNED TO DFW. REMOVED AND REPLACED FLIGHT DECK CABIN TEMPERATURE SENSOR (AALA202211289589) PER AMM 21-61-10. PERFORMED PACK TEMP CONTROL BITE AND FOUND FLIGHT DECK TRIM VALVE FAULTY. REMOVED AND REPLACED ZONE TRIM AIR MODULATING VALVE (AALA202211283024).",1245,7,"2160","","","","","","","","","","","","SENSOR","","","INOPERATIVE","CABIN TEMP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","",1,"","","",1,"","","","","","","valve","CABIN TEMPERATURE CONTROL SYSTEM",21,"Air Conditioning"
35852,"AALA202212149639","2022-11-30","2022-12-14",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FLOOR BEAM LOCATED AT BS 947.5 AND LBL 26. REPAIRED FLOOR BEAM PER SRM 53-70-51-2R-5.",435,7,"5315","","","","","","","","","","","BOEING","FLOORBEAM","","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","947.5","","","","","","","","","","26","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, FLOOR BEAM",53,"Fuselage"
36028,"AALA202212065010","2022-12-04","2022-12-06",7,7,"A","SW","23","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: R2 EMERGENCY EXIT LIGHT FLASHING. REMOVED AND REPLACED OVERWING EXIT LIGHT ASSEMBLY PER AMM 33-21-00.",1245,7,"3350","","","","","","","","","","","","LIGHT","","","INOPERATIVE","CABIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
36110,"AALA202212079641","2022-11-18","2022-12-07",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT PASSENGER CABIN FLOOR BEAM TEE CAP LOCATED AT BS 947 AND LBL 24. REPAIRED FLOOR BEAM T CAP PER SRM 53-70-51-2R-8.",1371,7,"5315","","","","","","","","","","","BOEING","FLOORBEAM","","","CORRODED","BS 947","","","","","","","","","","","","","","","947","","","","","","","","","","24","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, FLOOR BEAM",53,"Fuselage"
36161,"AALA202212126741","2022-12-11","2022-12-12",7,7,"A","SW","23","A","O","","","K","","","","UK","O","AIRCRAFT WAS NOT GROUNDED: LAVATORY D DOOR DIFFICULT OPERATE. LUBRICATED DOOR LOCK.",50,7,"5250","","","","","","","","","","","","LOCK","","","LACK OF LUBE","ZONE 900 - LAV/G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
36372,"AALA202211076111","2022-11-06","2022-11-07",7,7,"A","SW","23","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: GIRT BAR ON R1 DOOR IS LOOSE. SECURED GIRT BAR ON SLIDE AT R1 DOOR.",440,7,"2560","","","","","","","","","","","","GIRT BAR","","","LOOSE","R1 DOOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
